0.01	0.510258949
0.02	0.5167326733
0.03	0.5155902513
0.04	0.5239680122
0.05	0.5300609292
0.06	0.5342498096
0.07	0.5376770754
0.08	0.5426275704
0.09	0.5433891851
0.1	0.5479588728
0.11	0.5494821021
0.12	0.5513861386
0.13	0.5540517898
0.14	0.5536709825
0.15	0.5597638995
0.16	0.5654760091
0.17	0.5669992384
0.18	0.5704265042
0.19	0.5742345773
0.2	0.5769002285
0.21	0.5826123382
0.22	0.5871820259
0.23	0.5917517136
0.24	0.5967022087
0.25	0.6001294745
0.26	0.6024143184
0.27	0.6077456207
0.28	0.6111728865
0.29	0.6180274181
0.3	0.6225971059
0.31	0.6279284082
0.32	0.6347829398
0.33	0.6404950495
0.34	0.6443031226
0.35	0.6477303884
0.36	0.6530616908
0.37	0.65458492
0.38	0.655727342
0.39	0.6614394516
0.4	0.6652475248
0.41	0.671721249
0.42	0.6743869002
0.43	0.6781949733
0.44	0.677814166
0.45	0.6797182026
0.46	0.6816222391
0.47	0.6812414318
0.48	0.6823838538
0.49	0.685049505
0.5	0.6877151561
0.51	0.69
0.52	0.6934272658
0.53	0.6926656512
0.54	0.6919040366
0.55	0.6922848439
0.56	0.6941888804
0.57	0.6972353389
0.58	0.6953313024
0.59	0.6976161462
0.6	0.696092917
0.61	0.6941888804
0.62	0.6892383854
0.63	0.6888575781
0.64	0.685049505
0.65	0.6827646611
0.66	0.6804798172
0.67	0.677814166
0.68	0.677814166
0.69	0.6732444783
0.7	0.6701980198
0.71	0.6679131759
0.72	0.6648667174
0.73	0.6614394516
0.74	0.6591546078
0.75	0.6587738005
0.76	0.6576313785
0.77	0.65458492
0.78	0.6507768469
0.79	0.648492003
0.8	0.6446839299
0.81	0.6412566641
0.82	0.6389718203
0.83	0.6332597106
0.84	0.6321172887
0.85	0.6305940594
0.86	0.6286900228
0.87	0.6267859863
0.88	0.6225971059
0.89	0.620312262
0.9	0.6153617669
0.91	0.6123153085
0.92	0.60926885
0.93	0.6054607768
0.94	0.603175933
0.95	0.5989870526
0.96	0.5974638233
0.97	0.5967022087
0.98	0.5921325209
0.99	0.5906092917
1	0.5883244478
