0.01	0.1222279525528623
0.02	0.1299638989169675
0.03	0.13795771015987623
0.04	0.1407942238267148
0.05	0.14595152140278495
0.06	0.15007735946364106
0.07	0.15807117070654977
0.08	0.16142341413099537
0.09	0.167354306343476
0.1	0.17199587416193915
0.11	0.17612171222279527
0.12	0.18102114492006188
0.13	0.18746776689014957
0.14	0.19159360495100566
0.15	0.19726663228468283
0.16	0.20139247034553895
0.17	0.20887055183084063
0.18	0.21196493037648273
0.19	0.21686436307374934
0.2	0.22073233625580196
0.21	0.2225373904074265
0.22	0.2261474987106756
0.23	0.2292418772563177
0.24	0.23439917483238784
0.25	0.23955647240845795
0.26	0.23955647240845795
0.27	0.24187725631768953
0.28	0.24316658071170708
0.29	0.24316658071170708
0.3	0.2441980402269211
0.31	0.24316658071170708
0.32	0.24497163486333162
0.33	0.2475502836513667
0.34	0.24497163486333162
0.35	0.24626095925734914
0.36	0.24858174316658072
0.37	0.2475502836513667
0.38	0.24832387828777722
0.39	0.24935533780299124
0.4	0.25012893243940176
0.41	0.2478081485301702
0.42	0.25116039195461576
0.43	0.25064466219700876
0.44	0.24858174316658072
0.45	0.25012893243940176
0.46	0.2509025270758123
0.47	0.25012893243940176
0.48	0.2509025270758123
0.49	0.25038679731820523
0.5	0.24935533780299124
0.51	0.2514182568334193
0.52	0.2480660134089737
0.53	0.24832387828777722
0.54	0.2475502836513667
0.55	0.24651882413615264
0.56	0.24677668901495617
0.57	0.2444559051057246
0.58	0.2441980402269211
0.59	0.24368231046931407
0.6	0.24239298607529655
0.61	0.24007220216606498
0.62	0.23568849922640536
0.63	0.23517276946879834
0.64	0.23543063434760186
0.65	0.22795255286230015
0.66	0.22331098504383703
0.67	0.22331098504383703
0.68	0.2215059308922125
0.69	0.21531717380092832
0.7	0.21067560598246518
0.71	0.2075812274368231
0.72	0.21067560598246518
0.73	0.20165033522434245
0.74	0.1964930376482723
0.75	0.19159360495100566
0.76	0.18978855079938112
0.77	0.18824136152656007
0.78	0.18359979370809695
0.79	0.17637957710159877
0.8	0.1738009283135637
0.81	0.167354306343476
0.82	0.16425992779783394
0.83	0.1637441980402269
0.84	0.15703971119133575
0.85	0.15497679216090768
0.86	0.1554925219185147
0.87	0.1477565755544095
0.88	0.1441464672511604
0.89	0.13666838576585869
0.9	0.1407942238267148
0.91	0.14182568334192883
0.92	0.12841670964414648
0.93	0.12377514182568335
0.94	0.1263537906137184
0.95	0.12506446621970088
0.96	0.12068076328004126
0.97	0.12068076328004126
0.98	0.11681279009798866
0.99	0.11242908715832904
1.0	0.11010830324909747
