2.0953004	0.19951712	2.4001508
1.9378104	0.2516462	2.3800886
1.835104	0.29291046	2.328074
1.7062228	0.3152985	2.1942756
1.6510196	0.34613696	1.8120946
1.6326809	0.36589113	1.65945
1.486371	0.38114575	1.6438355
1.4108976	0.3904741	1.4899536
1.3841372	0.41406935	1.4455924
1.3639781	0.41769096	1.4225624
1.3050537	0.43546972	1.4271362
1.2788337	0.4668569	1.3423802
1.2979646	0.47080773	1.2958097
1.3712097	0.48309922	1.2946814
1.3187267	0.48683056	1.2908157
1.4196104	0.47739244	1.3310547
1.3127534	0.49967077	1.2444401
1.273295	0.5062555	1.2560362
1.1357332	0.5034021	1.286608
1.159842	0.5150351	1.2861423
1.2413588	0.52447325	1.249703
1.2220445	0.5189859	1.2894785
1.1174221	0.52096134	1.2420871
0.9288027	0.51338893	1.2378565
1.0649067	0.5256804	1.2581894
1.018359	0.53720367	1.2128918
1.195465	0.5335821	1.2000072
0.9855167	0.5323749	1.22606
0.9727443	0.5435689	1.2164508
0.98897445	0.5507024	1.2160258
0.9428359	0.5496049	1.2376106
1.0358512	0.5391791	1.2324123
1.1444483	0.5365452	1.2504402
1.013367	0.53391135	1.2368385
0.9280084	0.5441176	1.1998107
0.8921106	0.54741	1.2535866
0.85534626	0.5401668	1.2651858
0.8115028	0.5588235	1.253532
0.8390193	0.5354478	1.345749
0.7195723	0.5581651	1.2050858
0.7624469	0.56595695	1.2121115
0.9557246	0.5323749	1.2826779
0.68578273	0.5620062	1.2323669
0.88789546	0.5463126	1.2615687
0.64351356	0.5408253	1.2564361
0.5973883	0.56606674	1.230676
0.75935745	0.56003076	1.2851574
0.68220997	0.5662862	1.226517
0.6486597	0.5597015	1.2835476
0.7204536	0.5661765	1.2450193
0.75219417	0.5577261	1.2371047
0.67598474	0.5620062	1.2271112
0.49692824	0.54850745	1.2719505
0.82058465	0.55333626	1.3122244
0.5685398	0.55904305	1.2539977
0.51216483	0.56639594	1.2708783
0.58086455	0.5602502	1.2869656
0.52722096	0.524144	1.3857527
0.59487975	0.5631036	1.3193469
0.602921	0.5528973	1.2861142
0.52994776	0.5629938	1.2652178
0.57532084	0.55750656	1.3045987
0.48724854	0.56464005	1.2759784
0.62154967	0.56507903	1.2432892
0.54865074	0.5634328	1.2781191
0.4272157	0.5677129	1.259258
0.49587637	0.5633231	1.2757994
0.514541	0.5614574	1.2775121
0.46369356	0.5592625	1.3000845
0.4417012	0.5621159	1.2561551
