2.109826	0.19929764	2.3967776
1.8984537	0.24451274	2.0811367
1.6817708	0.29082528	2.200229
1.5552685	0.3609526	1.753388
1.552294	0.39058384	1.5052933
1.5229712	0.4088016	1.4852986
1.4209613	0.44501755	1.4218863
1.2247972	0.43843284	1.4189582
1.2422987	0.47256365	1.3561008
1.304159	0.475856	1.3123398
1.2265716	0.49209833	1.3444668
1.220376	0.51294994	1.333729
1.2262375	0.5124012	1.2601593
1.2925788	0.5200834	1.2902861
1.3086519	0.52063215	1.2618823
1.3931713	0.5203029	1.328957
1.2332729	0.52666813	1.2592165
1.2271967	0.5331431	1.258778
0.96966416	0.53182614	1.2585126
1.1181595	0.53204566	1.253477
1.1358316	0.5417032	1.2648681
1.2173707	0.5351185	1.2891722
1.0886087	0.53906935	1.2450906
0.94460034	0.53478926	1.2329735
0.9794807	0.54620284	1.2844366
0.9940834	0.5331431	1.2529058
1.1942257	0.5410448	1.2739594
0.9461068	0.5410448	1.2669369
0.94796133	0.5468613	1.2750558
0.8299023	0.553446	1.2478017
0.97238743	0.53950834	1.3332312
0.949666	0.5463126	1.2590472
1.0616018	0.54367864	1.3100299
1.0303383	0.5468613	1.2393056
0.91222024	0.5521291	1.2393342
0.99998116	0.5333626	1.3328993
0.8644738	0.53906935	1.295268
0.8054023	0.55860406	1.3000451
0.8694197	0.5496049	1.2955804
0.7250154	0.5524583	1.2728767
0.7416459	0.56123793	1.2542629
0.8690999	0.5497147	1.2692732
0.72957087	0.5553117	1.2972453
0.8642533	0.5381914	1.2995363
0.6353037	0.5333626	1.3048375
0.6230789	0.554324	1.3532225
0.7868117	0.54477614	1.4252058
0.56615007	0.5531168	1.334471
0.5545958	0.54466635	1.3622282
0.66812485	0.55750656	1.317454
0.74138916	0.5473003	1.3295686
0.7086849	0.54510534	1.3093199
0.5361166	0.5459833	1.3294873
0.6998027	0.54576385	1.3652188
0.41620928	0.5490562	1.342121
0.5838771	0.5541045	1.3652006
0.63546807	0.548727	1.3242552
0.47993362	0.5249122	1.4752634
0.48159698	0.54521513	1.377246
0.45747027	0.55190957	1.3418068
0.46599188	0.54751974	1.3866618
0.46944422	0.54521513	1.3552681
0.4558059	0.55136085	1.3614984
0.53802586	0.5554214	1.3430406
0.36104304	0.55333626	1.3509737
0.3589823	0.5526778	1.3401914
0.5135415	0.5554214	1.3799691
0.4614889	0.5588235	1.3301885
0.42374593	0.53731346	1.4668618
0.5304103	0.5501537	1.3834918
