2.117611	0.19622476	2.4458032
1.9479887	0.25175592	2.1129735
1.6807296	0.31200615	2.0130122
1.5843266	0.3494293	1.7600898
1.5016173	0.36753732	1.551007
1.4810696	0.4061677	1.4498788
1.4269624	0.42197102	1.359836
1.2594565	0.422849	1.4088868
1.2867815	0.475856	1.3212026
1.2833948	0.4770632	1.3028152
1.218178	0.48825723	1.339394
1.1878694	0.5061457	1.3085809
1.2234018	0.51349866	1.2370969
1.277222	0.51580334	1.2480011
1.2319586	0.5273266	1.2431899
1.3550057	0.5212906	1.2727792
1.1511984	0.53391135	1.2217163
1.2466824	0.5374232	1.2061998
1.0574633	0.53720367	1.2240596
1.1090133	0.5425812	1.2253305
1.1092359	0.54433715	1.241903
1.1764088	0.5381914	1.2735536
1.0380235	0.5384109	1.1826907
0.88948673	0.5483977	1.1779876
0.95549977	0.553007	1.2480395
0.9711349	0.54993415	1.2025604
1.1048456	0.5500439	1.2060632
0.94638526	0.5444469	1.2222829
0.9104976	0.5601405	1.2428465
0.8865168	0.5604697	1.2356776
0.91186255	0.56793237	1.2250822
0.9093649	0.55179983	1.2405388
1.0225182	0.55794555	1.2341906
0.94379437	0.55981123	1.2128164
0.86652833	0.56376207	1.1944458
0.912162	0.55333626	1.2816291
0.82392937	0.54510534	1.242623
0.755747	0.56661546	1.2499135
0.81999254	0.5539947	1.2955197
0.7174211	0.5625549	1.2118245
0.74005234	0.572432	1.2157458
0.7993407	0.5448859	1.2519181
0.6460072	0.5490562	1.3012422
0.86862534	0.55662864	1.2518398
0.6373786	0.5587138	1.2551528
0.64730006	0.57078576	1.2608324
0.7086409	0.5572871	1.3695192
0.5538524	0.5628841	1.2631967
0.623513	0.55981123	1.3361342
0.65076864	0.56694466	1.3112891
0.7458392	0.5582748	1.2668027
0.65748423	0.5645303	1.2696785
0.49200845	0.5567384	1.2737813
0.647686	0.5490562	1.3049852
0.49476948	0.5640913	1.2537056
0.49780136	0.5668349	1.3193783
0.55997187	0.565518	1.263676
0.46804255	0.53950834	1.3165194
0.55134547	0.5412643	1.4041362
0.5195723	0.55761635	1.338332
0.50550485	0.56902987	1.2759085
0.6431975	0.56738365	1.2889268
0.3751229	0.55037314	1.346591
0.5630846	0.5721027	1.301196
0.38452497	0.5620062	1.3147402
0.39108318	0.56134766	1.2974824
0.5361742	0.56101847	1.3420497
0.5428875	0.5695786	1.2948034
0.43984032	0.5268876	1.4562775
0.40117192	0.5562994	1.2890818
